#{"t_start": 1773918864.940496, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
4.0,984,517.574266
3.0,938,518.349504
1.0,626,518.862944
11.0,1087,519.762507
3.0,872,520.485851
3.0,955,521.289907
1.0,734,521.889542
2.0,810,522.562035
9.0,1331,523.647381
7.0,1474,524.885412
4.0,1091,525.817778
7.0,1561,527.097483
10.0,1426,528.310663
7.0,1561,529.614403
4.0,1104,530.567637
3.0,1014,531.405857
7.0,1021,532.232589
4.0,1102,533.133319
5.0,1102,534.031152
11.0,1091,534.948338
4.0,1086,535.914899
14.0,1930,537.525341
7.0,1460,538.743622
4.0,1083,539.623265
5.0,1267,540.67723
0.0,516,541.091885
7.0,1490,542.337492
3.0,863,543.049593
7.0,990,543.862488
1.0,633,544.367636
3.0,895,545.105455
12.0,1292,546.226223
0.0,526,546.643355
0.0,538,547.057117
0.0,542,547.47945
9.0,1319,548.583289
4.0,986,549.382981
19.0,1762,550.86458
2.0,887,551.603819
2.0,835,552.287839
3.0,864,552.995864
4.0,1086,553.900674
1.0,648,554.410819
6.0,1374,555.643236
11.0,1103,556.553828
12.0,1235,557.571244
5.0,1251,558.600538
3.0,935,559.350015
5.0,1190,560.333301
5.0,1235,561.363198
2.0,752,561.965214
7.0,1643,563.338139
6.0,1484,564.609741
5.0,1183,565.611219
8.0,1566,566.90454
4.0,1130,567.8263
5.0,1196,568.81665
8.0,1135,569.723421
6.0,1394,570.878257
1.0,607,571.364818
3.0,946,572.127223
6.0,1309,573.208245
13.0,1888,574.78213
5.0,1207,575.82519
7.0,1468,577.049336
5.0,1098,577.946498
7.0,1003,578.772476
5.0,1094,579.677978
2.0,819,580.331548
5.0,1189,581.328146
1.0,627,581.836918
7.0,1678,583.232581
6.0,1290,584.291116
1.0,614,584.800079
12.0,1243,585.869153
3.0,1012,586.724144
8.0,1119,587.646617
6.0,1112,588.558647
11.0,1095,589.45787
8.0,1135,590.382576
4.0,996,591.201864
5.0,1486,592.435071
3.0,1004,593.266896
3.0,879,593.994543
4.0,1144,594.929657
3.0,932,595.74004
4.0,1094,596.659007
5.0,1408,597.8393
3.0,1031,598.675228
3.0,867,599.371216
11.0,1087,600.270086
4.0,1061,601.162999
2.0,739,601.770559
2.0,756,602.3865
3.0,946,603.172575
4.0,983,603.982264
6.0,1540,605.269209
5.0,1304,606.367654
6.0,1374,607.526018
7.0,1007,608.369607
2.0,738,608.97078
3.0,860,609.661609
4.0,1079,610.544399
1.0,637,611.05574
7.0,1386,612.209244
6.0,1338,613.322264
12.0,1302,614.385164
5.0,1132,615.319133
7.0,1670,616.760698
12.0,1295,617.828046
7.0,1414,618.99531
3.0,886,619.703289
1.0,651,620.21964
2.0,919,620.963211
10.0,1855,622.495692
6.0,1400,623.676903
11.0,1087,624.594861
13.0,1413,625.797814
7.0,1580,627.13292
3.0,891,627.854186
5.0,1410,629.037449
6.0,1594,630.368567
1.0,636,630.880009
3.0,880,631.598107
4.0,1322,632.683483
3.0,868,633.399782
4.0,1210,634.407997
5.0,1284,635.496296
7.0,1453,636.694379
6.0,1369,637.835213
8.0,1115,638.771366
7.0,1525,640.03629
5.0,1209,641.021247
7.0,1594,642.328233
4.0,1154,643.258053
11.0,1099,644.15026
7.0,1560,645.464918
3.0,865,646.164433
9.0,1396,647.317983
35.0,1689,648.713271
8.0,1578,650.019643
9.0,1984,651.655608
5.0,1242,652.668233
17.0,1422,653.82241
21.0,2048,655.577234
12.0,1290,656.6577
3.0,1022,657.495381
10.0,1453,658.717762
12.0,1151,659.683217
8.0,1778,661.15919
6.0,1408,662.327618
4.0,1221,663.326463
8.0,1784,664.806742
11.0,1099,665.73828
5.0,1125,666.672346
7.0,1491,667.92071
3.0,936,668.683598
3.0,955,669.461848
7.0,1352,670.578415
8.0,1130,671.496176
8.0,1139,672.420509
11.0,1095,673.321869
7.0,1614,674.670328
7.0,1698,676.126675
6.0,1310,677.211767
1.0,615,677.716154
3.0,847,678.419662
7.0,1600,679.780338
4.0,966,680.580085
8.0,1643,681.933531
3.0,863,682.650124
4.0,984,683.464331
2.0,767,684.081907
12.0,1290,685.174837
11.0,1111,686.114008
15.0,2011,687.78068
4.0,1134,688.724429
